File_Name,Content,Category
7B3B6690,the impact of mislabelling on the performance and interpretation of defect prediction models,icse
7651E9E1,meaningful labeling of integrated query interfaces,vldb
7CF39259,security in outsourcing of association rule mining,vldb
862ECD7A,less is more selecting sources wisely for integration,vldb
81727BEE,software engineering and wireless sensor networks happy marriage or consensual divorce,icse
7B2B3F58,game controller hacking for fun and profit,icse
5F1159F7,an inter organisational comparison of programming productivity,icse
79260B7C,a novel framework of context aware system based on space mapping,icse
73CFB4F6,structure analysis for dynamic software architecture,icse
5A6D8BE0,optimistic intra transaction parallelism on chip multiprocessors,vldb
7A84F02C,special issue on uncertain and probabilistic databases,vldb
59F5D045,a dynamically adaptive distributed system for processing complex continuous queries,vldb
7B1D1CCE,on failure classification the impact of getting it wrong,icse
79B24D64,techniques for quantitative analysis of software quality throughout the sdlc the swebok guide coverage,icse
80CF8FCB,characterizing logging practices in open source software,icse
59216FF2,logical and physical versioning in main memory databases,vldb
7CF33B47,improving service quality of retail store by innovative digital content technology,icse
07CE581A,a metrics tool for multi language software,icse
7D5E4F28,efficient processing of expressive node selecting queries on xml data in secondary storage a tree automata based approach,vldb
7D7F25EE,merging the results of approximate match operations,vldb
7B204B92,optimization and evaluation of shortest path queries,vldb
7ED1A7FC,andes efficient evaluation of not twig queries in relational databases,vldb
7A0C63DC,program productivity hot topics and hot air panel session,icse
7E152E62,supporting reuse by delivering task relevant and personalized information,icse
5DD5A37F,toward recovery oriented computing,vldb
7E1E2590,on formal requirements modeling languages rml revisited,icse
5A73A5BE,industrial panel on data warehousing technologies experiences challenges and directions,vldb
7FCE653E,a model of noisy software engineering data,icse
584A660D,extending the algebraic framework of query processing to handle outerjoins,vldb
7DF38B13,xsearch a semantic search engine for xml,vldb
58478481,dynamic software adaptation middleware for pervasive computing,icse
77052A16,survey on text clustering algorithm,icse
592999FE,merging ranks from heterogeneous internet sources,vldb
772F5912,getting unique solution in data exchange,vldb
78E7DF14,on the implementation of a logical data base converter,vldb
6A794261,inverse functions in the aqualogic data services platform,vldb
5A85F86E,toto we re not in kansas anymore on transitioning from research to the real invited industrial talk,vldb
785788CA,optimization modeling framework using the libraries of the constraint and objective function pool,icse
77EFCF2B,primal or dual which promises faster spatiotemporal search,vldb
5EF64218,the computer assisted software engineering case system,icse
05A91508,functional dependencies in logic programs,vldb
7DB56B24,the research of the fuzzy cluster algorithm for indoor location based on rssi,icse
5A8130E0,semantic integrity dependencies and delayed integrity checking,vldb
76628C69,power law relationship and self similarity in the itemset support distribution analysis and applications,vldb
75B24B07,study and design on high reliability mass capacity memory,icse
5D208733,data sharing analysis for a database programming lanaguage via abstract interpretation,vldb
75B06A81,mobile phone technology engagement in efl classroom,icse
77F02929,fuzzy control algorithm in configuration software s application and research,icse
76D066E0,enabling search services on outsourced private spatial data,vldb
768AFD1F,2d silicon based photonic crystals,icse
85867A11,predict towards predicting the runtime of large scale iterative analytics,vldb
5D3A5437,an interactive fortran structuring aid,icse
6AF0AB21,publish subscribe on the web at extreme speed,vldb
7E952715,does bug prediction support human developers findings from a google case study,icse
77832250,interactive code review for systematic changes,icse
7FE03686,reverse engineering a roadmap,icse
8202C189,a mesh watermarking method based on local roughness analysis,icse
7D0F0AED,switched capacitor dc dc converters enable electronic products to become more compact,icse
7DBE59CF,read optimized databases in depth,vldb
7AD03C52,program complexity measure for software development management,icse
5C989B89,aries nt a recovery method based on write ahead logging for nested transactions,vldb
77677F25,a tri state based partition approach to reducing power consumption of tcams,icse
040CE3AD,the cybernetics of software development an investigation of organizational factors in the successful development of software,icse
583694C1,a history of system r and sql data system,vldb
7EB1ECCA,ucsim a tool for simulating use case scenarios,icse
7FFF565C,one dimensional and multi dimensional substring selectivity estimation,vldb
7DF9767C,complete and accurate clone detection in graph based models,icse
5CFB515C,percentile finding algorithm for multiple sorted runs,vldb
85CBE36C,sqlreports yet another relational database reporting system,icse
7B1DFAFA,organic light emitting diode oled using different hole transport and injecting layers,icse
7735187B,streaming multiple aggregations using phantoms,vldb
793B7B8E,indoor pedestrian localization for mobile devices the model,icse
7960FED1,partitioning and ranking tagged data sources,vldb
7D064E5D,service oriented architectures approaches technologies and research issues,vldb
808D9200,fast formal analysis of requirements via topoi diagrams,icse
80E38083,breaking the barriers to successful refactoring observations and tools for extract method,icse
077C25EB,modeling and managing etl processes,vldb
78D35B4A,rights protection of trajectory datasets with nearest neighbor preservation,vldb
7FC2661D,answering top k queries over a mixture of attractive and repulsive dimensions,vldb
5DE6FF57,mining approximate top k subspace anomalies in multi dimensional time series data,vldb
5AAA5180,notice of retraction supplier development in the automotive industry a case in china,icse
0C2EFE78,the role concept in database models,vldb
804DF463,atlas a small but complete sql extension for data mining and data streams,vldb
792C1138,pmg pro a model driven method for the development of service based applications in a heterogenous services environment,icse
5D992FE0,handling data skew in multiprocessor database computers using partition tuning,vldb
766311C0,maxims for malfeasant designers or how to design languages to make programming as difficult as possible,icse
7A062CA6,enterprise information mashups integrating information simply,vldb
6B8789E2,an optimized backout mechanism for sequential updates,vldb
7645F0D7,a logical view of structured files,vldb
7B7482D4,a map based sage channel estimation and data detection joint algorithm for mimo system,icse
